sensor_1,1624100408140,92.79023859478255
sensor_4,1624100408140,69.10821562466757
sensor_5,1624100408140,55.69158356629369
sensor_4,1624100416171,100.62348130210071
sensor_3,1624100408126,33.46301391007355
sensor_2,1624100408140,34.676587995193074
sensor_3,1624100410151,33.846974856944314
sensor_4,1624100410151,71.97544689566527
sensor_2,1624100410151,32.99254653209978
sensor_1,1624100410151,94.21210588315962
sensor_4,1624100412160,71.9199271371874
sensor_3,1624100412160,35.08619021565116
sensor_1,1624100412160,94.17977265998593
sensor_2,1624100412160,35.92147315242911
sensor_3,1624100414165,34.898440494599896
sensor_2,1624100414165,34.880473909441655
sensor_4,1624100414165,72.40834765748775
sensor_1,1624100414165,94.4538431105381
sensor_1,1624100416171,97.09890737361908
sensor_3,1624100416171,35.05543994007839
sensor_2,1624100416171,34.65893460810907
sensor_5,1624100416171,10.8783144047601
